name,,location,address,,,,,food,cost ,,tablebooking,onlinedelivery,,,,rating,,Rating text,cuisines,food,cost
Boll Weevil Cafe,,Augusta,"10 9th St, Augusta, GA 30901",,,,,"Desserts, Sandwich, Southern",10,,No,No,,,,3.9,,Good,,"Desserts, Sandwich, Southern",10
Farmhaus Burger,,Augusta,"1204 Broad St, Augusta, GA 30901",,,,,"American, Burger",25,,No,No,,,,3.9,,Good,,"American, Burger",25
Manuel's Bread Cafe,,Augusta,"505 Railroad Ave, North Augusta, GA 29841",,,,,"Breakfast, French",40,,No,No,,,,3.8,,Good,,"Breakfast, French",40
Sconyers Bar B Que,,Augusta,"2250 Sconyers Way, Augusta, GA 30906",,,,,BBQ,25,,No,No,,,,3.5,,Good,,BBQ,25
Frog Hollow Tavern,,Augusta,"1282 broad street, Augusta, GA 30901",,,,,American,40,,No,No,,,,4.3,,Very Good,,American,40
Giuseppe's Pizza & Italian Specialities,,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",,,,,"Desserts, Italian, Pizza",25,,No,No,,,,4.1,,Very Good,,"Desserts, Italian, Pizza",25
Mellow Mushroom,,Augusta,"1167 Broad St, Augusta, GA 30901",,,,,"Italian, Pizza, Sandwich",25,,No,No,,,,4.4,,Very Good,,"Italian, Pizza, Sandwich",25
Nacho Mamas Burritos,,Augusta,"976 Broad St, Augusta, GA 30901",,,,,Mexican,10,,No,No,,,,4,,Very Good,,Mexican,10
Rhinehart's Oyster Bar,,Augusta,"3051 Washington Rd, Augusta, GA 30907",,,,,"Bar Food, Sandwich, Seafood",25,,No,No,,,,4,,Very Good,,"Bar Food, Sandwich, Seafood",25
Takosushi,,Augusta,"437 Highland Ave, Augusta, GA 30909",,,,,"Mexican, Southwestern, Sushi",40,,No,No,,,,4.2,,Very Good,,"Mexican, Southwestern, Sushi",40
The Chop House,,Augusta,"Augusta Mall, Augusta, GA 30909",,,,,Steak,40,,No,No,,,,4,,Very Good,,Steak,40
The Taj of India,,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",,,,,Indian,25,,No,No,,,,4,,Very Good,,Indian,25
Augsburg Haus,,Augusta,"4460 Washington Road, Evans, GA 30809",,,,,German,25,,No,No,,,,3.9,,Good,,German,25
Pho Bac,,Augusta,"4300 Towne Centre, Evans, GA 30809",,,,,Vietnamese,10,,No,No,,,,4.1,,Very Good,,Vietnamese,10
Rhinehart's Oyster Bar,,Augusta,"303 North Bel Air Rd, Evans, GA 30809",,,,,"Burger, Seafood",25,,No,No,,,,4,,Very Good,,"Burger, Seafood",25
Thai Kitchen,,Augusta,"4357 Washington Road, Evans, GA 30809",,,,,Thai,35,,No,No,,,,4.3,,Very Good,,Thai,35
El Kiosco Mexican Restaurant,,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",,,,,Mexican,10,,No,No,,,,4.2,,Very Good,,Mexican,10
Taste of Balingup,,Balingup,"63 South Western Hwy, Balingup, WA",,,,,Modern Australian,20,,No,No,,,,3.2,,Average,,Modern Australian,20
Bridge Road Brewers,,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",,,,,"Pizza, Bar Food",20,,No,No,,,,4.6,,Excellent,,"Pizza, Bar Food",20
Bardenay,,Boise,"610 W Grove St, Boise, ID 83702",,,,,"American, Bar Food",25,,No,No,,,,4.5,,Excellent,,"American, Bar Food",25
Flatbread Neapolitan Pizzeria,,Boise,"800 W Main Suite 230, Boise, ID 83702",,,,,"Italian, Pizza",25,,No,No,,,,4.6,,Excellent,,"Italian, Pizza",25
Goldy's Breakfast Bistro,,Boise,"108 S Capitol Blvd, Boise, ID 83702",,,,,"Breakfast, Sandwich",25,,No,No,,,,4.5,,Excellent,,"Breakfast, Sandwich",25
Chandlers Steakhouse,,Boise,"981 W Grove St, Boise, ID 83702",,,,,"American, Seafood, Steak",70,,No,No,,,,3.9,,Good,,"American, Seafood, Steak",70
Bar Gernika Basque Pub & Eatery,,Boise,"202 S Capitol Blvd, Boise, ID 83702",,,,,"European, Spanish",10,,No,No,,,,4.3,,Very Good,,"European, Spanish",10
Barbacoa Restaurant,,Boise,"276 Bobwhite Ct, Boise, ID 83706",,,,,"Latin American, Steak",70,,No,No,,,,4.1,,Very Good,,"Latin American, Steak",70
Big Jud's,,Boise,"1289 Protest Rd, Boise, ID 83706",,,,,"American, Burger, Sandwich",10,,No,No,,,,4.2,,Very Good,,"American, Burger, Sandwich",10
Bittercreek Ale House,,Boise,"246 N 8th St, Boise, ID 83702",,,,,"American, Bar Food",25,,No,No,,,,4.3,,Very Good,,"American, Bar Food",25
Boise Fry Company,,Boise,"204 N Capitol Blvd, Boise, ID 83702",,,,,"American, Burger",10,,No,No,,,,4.4,,Very Good,,"American, Burger",10
Flying Pie Pizzaria,,Boise,"6508 W Fairview Ave, Boise, ID 83704",,,,,Pizza,25,,No,No,,,,4.1,,Very Good,,Pizza,25
Fork,,Boise,"199 N 8th St, Boise, ID 83702",,,,,"American, Burger",25,,No,No,,,,4.4,,Very Good,,"American, Burger",25
Guido's Original New York Style Pizza,,Boise,"235 N 5th St, Boise, ID 83702",,,,,Pizza,10,,No,No,,,,4.3,,Very Good,,Pizza,10
Los Beto's,,Boise,"5220 W Fairview Ave, Boise, ID 83706",,,,,Mexican,10,,No,No,,,,4.4,,Very Good,,Mexican,10
Lucianos Italian Restaurant,,Boise,"11 N Orchard St, Boise, ID 83706",,,,,"Italian, Seafood, Vegetarian",25,,No,No,,,,4.4,,Very Good,,"Italian, Seafood, Vegetarian",25
Mai Thai Restaurant,,Boise,"750 W Idaho St, Boise, ID 83702",,,,,"Sushi, Thai",40,,No,No,,,,4,,Very Good,,"Sushi, Thai",40
Shige Japanese Cuisine,,Boise,"100 N 8th St, Boise, ID 83702",,,,,"Japanese, Sushi, Teriyaki",25,,No,No,,,,4.1,,Very Good,,"Japanese, Sushi, Teriyaki",25
The Egg Factory,,Boise,"8061 W Fairview Ave, Boise, ID 83704",,,,,Breakfast,10,,No,No,,,,4.3,,Very Good,,Breakfast,10
Tucanos,,Boise,"1388 S Entertainment Ave, Boise, ID 83709",,,,,Brazilian,40,,No,No,,,,4,,Very Good,,Brazilian,40
Texas Roadhouse,,Boise,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",,,,,"American, BBQ, Steak",25,,No,No,,,,4,,Very Good,,"American, BBQ, Steak",25
Brick 29,,Boise,"320 11th Avenue S, Nampa, ID 83651",,,,,American,40,,No,No,,,,4.4,,Very Good,,American,40
Winifreds,,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",,,,,"American, Mediterranean, Seafood",40,,No,No,,,,3.7,,Good,,"American, Mediterranean, Seafood",40
Biaggi's Ristorante Italiano,,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",,,,,"Italian, Pizza",40,,No,No,,,,4.1,,Very Good,,"Italian, Pizza",40
El Super Burrito,,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",,,,,Mexican,10,,No,No,,,,4.1,,Very Good,,Mexican,10
Granite City Food & Brewery,,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",,,,,"American, Breakfast, Burger",40,,No,No,,,,4.1,,Very Good,,"American, Breakfast, Burger",40
Irish Democrat,,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",,,,,"American, BBQ, Burger",25,,No,No,,,,4.4,,Very Good,,"American, BBQ, Burger",25
Taste of India,,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",,,,,Indian,25,,No,No,,,,4.2,,Very Good,,Indian,25
Thai Moon Restaurant,,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",,,,,"Chinese, Sushi, Thai",10,,No,No,,,,4.2,,Very Good,,"Chinese, Sushi, Thai",10
Ting's Red Lantern,,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",,,,,Chinese,10,,No,No,,,,4.2,,Very Good,,Chinese,10
Monica's,,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",,,,,"American, Italian, Pizza",25,,No,No,,,,3.8,,Good,,"American, Italian, Pizza",25
Exotic India,,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",,,,,Indian,25,,No,No,,,,4.1,,Very Good,,Indian,25
Shorts Burger and Shine,,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",,,,,Burger,10,,No,No,,,,4.9,,Excellent,,Burger,10
The Hamburg Inn No. 2 Inc.,,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",,,,,"American, Breakfast, Burger",10,,No,No,,,,4.5,,Excellent,,"American, Breakfast, Burger",10
Bluebird Diner,,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",,,,,"Breakfast, Diner",25,,No,No,,,,3.6,,Good,,"Breakfast, Diner",25
Graze,,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",,,,,"American, International, Sushi",40,,No,No,,,,3.8,,Good,,"American, International, Sushi",40
A & A Pagliai's Pizza,,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",,,,,Pizza,25,,No,No,,,,4.3,,Very Good,,Pizza,25
Atlas World Grill,,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",,,,,International,40,,No,No,,,,4.3,,Very Good,,International,40
BlackStone,,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",,,,,"American, Breakfast",25,,No,No,,,,4.1,,Very Good,,"American, Breakfast",25
Devotay,,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",,,,,"Mediterranean, Tapas, Vegetarian",40,,No,No,,,,4,,Very Good,,"Mediterranean, Tapas, Vegetarian",40
Jimmy Jack's Rib Shack,,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",,,,,BBQ,25,,No,No,,,,4.2,,Very Good,,BBQ,25
Zoeys Pizzeria,,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",,,,,"Pizza, Sandwich",25,,No,No,,,,4.7,,Excellent,,"Pizza, Sandwich",25
Tokyo Sushi,,Chatham-Kent,"150 Richmond St, Chatham-Kent, ON N7M2V2",,,,,"Japanese, Sushi",25,,No,No,,,,3.7,,Good,,"Japanese, Sushi",25
Berry Patch Restaurant,,Clatskanie,"49289 Us-30, Westport, OR 97016",,,,,"American, Breakfast, Desserts",10,,No,No,,,,4.3,,Very Good,,"American, Breakfast, Desserts",10
Sakura Sushi & Grill,,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",,,,,"Asian, Japanese",25,,No,No,,,,3.1,,Average,,"Asian, Japanese",25
Uptown Vietnam cuisine,,Columbus,"1250 Broadway, Columbus, GA 31901",,,,,"Asian, Vietnamese",10,,No,No,,,,3.3,,Average,,"Asian, Vietnamese",10
Cafe Le Rue @ The Landings,,Columbus,"2523 Airport Thruway, Columbus, GA 31904",,,,,"American, Seafood, Cajun",25,,No,No,,,,4.6,,Excellent,,"American, Seafood, Cajun",25
Mark's City Grille,,Columbus,"7160 moon road, Columbus, GA 31909",,,,,American,25,,No,No,,,,4.5,,Excellent,,American,25
B Merrell's,,Columbus,"7600 Veterans Pkwy, Columbus, GA 31909",,,,,"Burger, Bar Food, Southern",25,,No,No,,,,3.8,,Good,,"Burger, Bar Food, Southern",25
Cannon Brewpub,,Columbus,"1041 Broadway, Columbus, GA 31901",,,,,"Pizza, Bar Food",25,,No,No,,,,3.9,,Good,,"Pizza, Bar Food",25
Fuji Japanese Steak House,,Columbus,"6499 Veterans Pkwy, Columbus, GA 31909",,,,,"Japanese, Steak",40,,No,No,,,,3.9,,Good,,"Japanese, Steak",40
Ruth Ann's Family Restaurant,,Columbus,"941 Veterans Parkway, Columbus, GA 31901",,,,,"Breakfast, Diner, Southern",10,,No,No,,,,3.7,,Good,,"Breakfast, Diner, Southern",10
Samurai Japanese Cuisine & Sushi Bar,,Columbus,"1009 Broadway, Columbus, GA 31901",,,,,"Japanese, Steak, Sushi",40,,No,No,,,,3.6,,Good,,"Japanese, Steak, Sushi",40
Wasabi Sushi and Thai,,Columbus,"1639 Bradley Park Dr, Columbus, GA 31904",,,,,"Japanese, Sushi, Thai",40,,No,No,,,,3.7,,Good,,"Japanese, Sushi, Thai",40
Buckhead Bar and Grill,,Columbus,"5010 Armour Rd, Columbus, GA 31904",,,,,"Seafood, Steak, Vegetarian",40,,No,No,,,,4.2,,Very Good,,"Seafood, Steak, Vegetarian",40
Burt's Butcher Shoppe and Eatery,,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",,,,,Steak,25,,No,No,,,,4.3,,Very Good,,Steak,25
Chef Lee's Peking Restaurant,,Columbus,"6100 Bradley Park Dr, Columbus, GA 31904",,,,,Chinese,25,,No,No,,,,4,,Very Good,,Chinese,25
Country's Barbecue,,Columbus,"3137 Mercury Dr, Columbus, GA 31906",,,,,"BBQ, Southern",25,,No,No,,,,4,,Very Good,,"BBQ, Southern",25
Deorio's,,Columbus,"3201 Macon Rd Ste 167, Columbus, GA 31906",,,,,"Italian, Pizza",0,,No,No,,,,4,,Very Good,,"Italian, Pizza",0
Mellow Mushroom,,Columbus,"6100 Veterans Pkwy, Columbus, GA 31909",,,,,Pizza,25,,No,No,,,,4.1,,Very Good,,Pizza,25
Meritage,,Columbus,"1039 1st Ave, Columbus, GA 31901",,,,,"American, Tapas",40,,No,No,,,,4.1,,Very Good,,"American, Tapas",40
Mongo The Mongolian Fire Pit,,Columbus,"7830 - E Veterans Pkwy, Columbus, GA 31909",,,,,"Asian, Chinese",10,,No,No,,,,4.2,,Very Good,,"Asian, Chinese",10
The Black Cow,,Columbus,"115 A 12th St, Columbus, GA 31901",,,,,American,25,,No,No,,,,4.3,,Very Good,,American,25
Wood Stone,,Columbus,"5739 Whitesville Rd, Columbus, GA 31904",,,,,"Italian, Mediterranean, Pizza",40,,No,No,,,,4,,Very Good,,"Italian, Mediterranean, Pizza",40
Hunter's Pub,,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",,,,,"American, Seafood, Steak",40,,No,No,,,,4.4,,Very Good,,"American, Seafood, Steak",40
Consort Restaurant,,Consort,"4931 50th Street, Consort, AB T0C 1B0",,,,,"Chinese, Canadian",25,,No,No,,,,3,,Average,,"Chinese, Canadian",25
Thatcher's Barbeque and Grill,,Dalton,"1214 N Wall St, Calhoun, GA 30701",,,,,"American, BBQ, Southern",25,,No,No,,,,3.7,,Good,,"American, BBQ, Southern",25
Christian and Jake's Bistro,,Dalton,"555 Georgia Hwy 53, Calhoun, GA 30701",,,,,"Desserts, Sandwich",10,,No,No,,,,4.4,,Very Good,,"Desserts, Sandwich",10
Dub's High on the Hog,,Dalton,"349 S Wall St, Calhoun, GA 30701",,,,,BBQ,25,,No,No,,,,4.4,,Very Good,,BBQ,25
Sierra's Mexican Restaurant,,Dalton,"500 S. 3rd Avenue, Chatsworth, GA 30705",,,,,"Mexican, Tex-Mex",10,,No,No,,,,3.9,,Good,,"Mexican, Tex-Mex",10
Oakwood Cafe,,Dalton,"201 West Cuyler Street, Dalton, GA 30720",,,,,"BBQ, Breakfast, Southern",10,,No,No,,,,4.9,,Excellent,,"BBQ, Breakfast, Southern",10
Chili's Grill & Bar,,Dalton,"881 College Dr, Dalton, GA 30720",,,,,American,25,,No,No,,,,3.8,,Good,,American,25
Fuji Japanese Steakhouse,,Dalton,"1321 W Walnut Ave, Dalton, GA 30720",,,,,"Japanese, Sushi",40,,No,No,,,,3.8,,Good,,"Japanese, Sushi",40
Las Palmas,,Dalton,"1331 W Walnut Ave, Dalton, GA 30720",,,,,Mexican,10,,No,No,,,,3.8,,Good,,Mexican,10
Tony's Italian Restaurant & Pizza,,Dalton,"933 Market St, Dalton, GA 30720",,,,,Italian,25,,No,No,,,,3.7,,Good,,Italian,25
Filling Station,,Dalton,"316 N Hamilton St, Dalton, GA 30720",,,,,"American, Burger",10,,No,No,,,,4.1,,Very Good,,"American, Burger",10
Five Guys Burgers and Fries,,Dalton,"1303 W. Walnut Ave., Dalton, GA 30720",,,,,Fast Food,10,,No,No,,,,4.1,,Very Good,,Fast Food,10
Los Pablos,,Dalton,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",,,,,Mexican,10,,No,No,,,,4.1,,Very Good,,Mexican,10
Kobe Hibachi & Sushi,,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",,,,,"American, Japanese, Sushi",25,,No,No,,,,4.6,,Excellent,,"American, Japanese, Sushi",25
Soho Hibachi,,Dalton,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",,,,,Japanese,10,,No,No,,,,4.3,,Very Good,,Japanese,10
Thai Garden,,Dalton,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",,,,,Thai,25,,No,No,,,,4.2,,Very Good,,Thai,25
Southern Bliss Bakery,,Dalton,"300 W Patton St., Lafayette, GA 30728",,,,,"Desserts, Sandwich",10,,No,No,,,,3.7,,Good,,"Desserts, Sandwich",10
Bailey's Bar-B-Que,,Dalton,"5540 Highway 41, Ringgold, GA 30736",,,,,BBQ,10,,No,No,,,,4.1,,Very Good,,BBQ,10
Farm To Fork,,Dalton,"118 Remco Shops Lane, Ringgold, GA 30736",,,,,"American, Diner, Southern",10,,No,No,,,,4.3,,Very Good,,"American, Diner, Southern",10
Home Plate Grill,,Dalton,"7807 Nashville St, Ringgold, GA 30736",,,,,"American, BBQ, Southern",10,,No,No,,,,4.2,,Very Good,,"American, BBQ, Southern",10
Pie Slingers Pizzeria,,Dalton,"56A Fieldstone Village Drive, Rock Spring, GA 30739",,,,,"Italian, Pizza",10,,No,No,,,,4.1,,Very Good,,"Italian, Pizza",10
Olive Tree Cafe,,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",,,,,"Indian, Mediterranean, Middle Eastern",25,,No,No,,,,4.6,,Excellent,,"Indian, Mediterranean, Middle Eastern",25
"Red Ginger Sushi, Grill & Bar",,Davenport,"793 Middle Rd, Bettendorf, IA 52722",,,,,"Sushi, Teriyaki",40,,No,No,,,,4.5,,Excellent,,"Sushi, Teriyaki",40
Crust Stone Oven Pizza,,Davenport,"2561 E 53rd Ave, Bettendorf, IA 52722",,,,,"Burger, Pizza",25,,No,No,,,,3.9,,Good,,"Burger, Pizza",25
Jimmy's Pancake House,,Davenport,"2521 - 18th St., Bettendorf, IA 52722",,,,,"American, Breakfast, Greek",10,,No,No,,,,4,,Very Good,,"American, Breakfast, Greek",10
Trattoria Tiramisu,,Davenport,"1804 State St, Bettendorf, IA 52722",,,,,Italian,25,,No,No,,,,4.1,,Very Good,,Italian,25
Prairie Grille at SteepleGate Inn,,Davenport,"100 W 76th St, Davenport, IA 52806",,,,,"American, Breakfast",25,,No,No,,,,3.4,,Average,,"American, Breakfast",25
Tantra Asian Bistro,,Davenport,"589 East 53rd St, Davenport, IA 52807",,,,,Asian,25,,No,No,,,,4.9,,Excellent,,Asian,25
Chick-fil-A,,Davenport,"320 W Kimberly Rd, Davenport, IA 52806",,,,,Fast Food,10,,No,No,,,,3.9,,Good,,Fast Food,10
Duck City Bistro,,Davenport,"115 E 3rd St, Davenport, IA 52801",,,,,"American, French",70,,No,No,,,,3.7,,Good,,"American, French",70
Frick's Tap,,Davenport,"1402 W 3rd Street, IA 52802",,,,,"American, Bar Food, BBQ",25,,No,No,,,,0,,Not rated,,"American, Bar Food, BBQ",25
Los Agaves,,Davenport,"4882 Utica Ridge Rd, Davenport, IA 52807",,,,,Mexican,25,,No,No,,,,0,,Not rated,,Mexican,25
Azteca,,Davenport,"4811 N Brady St Ste 3, Davenport, IA 52806",,,,,Mexican,0,,No,No,,,,4.3,,Very Good,,Mexican,0
China Cafe,,Davenport,"3018 E 53rd St, Davenport, IA 52807",,,,,Chinese,25,,No,No,,,,4,,Very Good,,Chinese,25
Exotic Thai Restaurant,,Davenport,"2303 E 53rd St, Davenport, IA 52807",,,,,Thai,25,,No,No,,,,4.1,,Very Good,,Thai,25
Front Street Brewery,,Davenport,"208 E River Dr, Davenport, IA 52801",,,,,American,10,,No,No,,,,4.3,,Very Good,,American,10
Granite City Food & Brewery,,Davenport,"5270 Utica Ridge Rd, Davenport, IA 52807",,,,,American,25,,No,No,,,,4,,Very Good,,American,25
Los Agaves,,Davenport,"3852 N Brady St, Davenport, IA 52806",,,,,Mexican,25,,No,No,,,,4.1,,Very Good,,Mexican,25
Machine Shed Restaurant,,Davenport,"7250 Northwest Blvd, Davenport, IA 52806",,,,,American,25,,No,No,,,,4.1,,Very Good,,American,25
Osaka,,Davenport,"4901 Utica Ridge Rd, Davenport, IA 52807",,,,,"Japanese, Sushi",40,,No,No,,,,4.2,,Very Good,,"Japanese, Sushi",40
Texas Roadhouse,,Davenport,"4005 E 53rd Street, Davenport, IA 52807",,,,,"American, BBQ, Steak",25,,No,No,,,,4.2,,Very Good,,"American, BBQ, Steak",25
Hickory Park,,Des Moines,"1404 S Duff Ave, Ames, IA 50010",,,,,"BBQ, Burger, Desserts",25,,No,No,,,,4.5,,Excellent,,"BBQ, Burger, Desserts",25
The Cafe,,Des Moines,"2616 Northridge Pkwy, Ames, IA 50010",,,,,"American, Coffee and Tea",25,,No,No,,,,4.9,,Excellent,,"American, Coffee and Tea",25
Flying Mango,,Des Moines,"4345 Hickman Rd, Des Moines, IA 50310",,,,,"BBQ, Caribbean, Cajun",40,,No,No,,,,4.5,,Excellent,,"BBQ, Caribbean, Cajun",40
Cool Basil,,Des Moines,"8801 University Ave, Clive, IA 50325",,,,,"Asian, Sushi, Thai",25,,No,No,,,,4.1,,Very Good,,"Asian, Sushi, Thai",25
HuHot Mongolian Grill,,Des Moines,"4100 University Avenue, West Des Moines, IA 50266",,,,,"Asian, Chinese",25,,No,No,,,,4,,Very Good,,"Asian, Chinese",25
Malo,,Des Moines,"900 Mulberry Street, Des Moines, IA 50309",,,,,"Latin American, Mexican",25,,No,No,,,,3.2,,Average,,"Latin American, Mexican",25
Centro,,Des Moines,"1007 Locust St, Des Moines, IA 50309",,,,,"Italian, Pizza",40,,No,No,,,,4.5,,Excellent,,"Italian, Pizza",40
Fong's Pizza,,Des Moines,"223 4th Street, Des Moines, IA 50309",,,,,"Chinese, Pizza",25,,No,No,,,,4.6,,Excellent,,"Chinese, Pizza",25
A Dong Restaurant,,Des Moines,"1511 High Street, Des Moines, IA 50309",,,,,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,,No,No,,,,4.4,,Very Good,,"Asian, Vegetarian, Vietnamese, Bubble Tea",10
Court Avenue Brewing Company,,Des Moines,"309 Court Ave, Des Moines, IA 50309",,,,,"American, Pizza, Bar Food",40,,No,No,,,,4.2,,Very Good,,"American, Pizza, Bar Food",40
Django,,Des Moines,"210 10th Street, Des Moines, IA 50309",,,,,French,40,,No,No,,,,4.3,,Very Good,,French,40
Miyabi 9,,Des Moines,"512 E Grand Ave, Des Moines, IA 50309",,,,,"Japanese, Sushi",25,,No,No,,,,4.8,,Excellent,,"Japanese, Sushi",25
Zombie Burger + Drink Lab,,Des Moines,"300 E. Grand Ave., Des Moines, IA 50309",,,,,"Burger, Desserts, Vegetarian",10,,No,No,,,,4.2,,Very Good,,"Burger, Desserts, Vegetarian",10
Tursi's Latin King,,Des Moines,"2200 Hubbell Ave, Des Moines, IA 50317",,,,,"American, Italian",70,,No,No,,,,4.1,,Very Good,,"American, Italian",70
Tsing Tsao South,,Des Moines,"4230 Fleur Dr, Des Moines, IA 50321",,,,,Chinese,10,,No,No,,,,4.1,,Very Good,,Chinese,10
Bandit Burrito,,Des Moines,"5340 Merle Hay Road, Johnston, IA 50131",,,,,"Breakfast, Mexican, Southwestern",10,,No,No,,,,4,,Very Good,,"Breakfast, Mexican, Southwestern",10
Jethro's BBQ,,Des Moines,"3100 Forest Ave, Des Moines, IA 50311",,,,,"American, BBQ",25,,No,No,,,,4.3,,Very Good,,"American, BBQ",25
The Machine Shed Restaurant,,Des Moines,"11151 Hickman Road, Urbandale, IA 50322",,,,,"American, Breakfast",25,,No,No,,,,3.8,,Good,,"American, Breakfast",25
Mi Patria,,Des Moines,"1410 22nd St., West Des Moines, IA 50266",,,,,Latin American,25,,No,No,,,,4,,Very Good,,Latin American,25
Waterfront Seafood Market,,Des Moines,"2900 University Ave, West Des Moines, IA 50266",,,,,"Seafood, Sushi",40,,No,No,,,,4.2,,Very Good,,"Seafood, Sushi",40
The Giggling Goat,,Dicky Beach,"14 Beerburrum St, Dicky Beach, QLD",,,,,"Coffee and Tea, Tea, Modern Australian",7,,No,No,,,,3.6,,Good,,"Coffee and Tea, Tea, Modern Australian",7
Burnt Toast Cafe,,Dubuque,"1220 Iowa St, Dubuque, IA 52001",,,,,Breakfast,10,,No,No,,,,3.4,,Average,,Breakfast,10
Catfish Charlie's,,Dubuque,"1630 E 16th St, Dubuque, IA 52001",,,,,Seafood,25,,No,No,,,,3.3,,Average,,Seafood,25
Salsa's Mexican Restaurant,,Dubuque,"1091 Main St, Dubuque, IA 52001",,,,,Mexican,10,,No,No,,,,3.4,,Average,,Mexican,10
Tony Roma's,,Dubuque,"350 Bell St, Dubuque, IA 52001",,,,,"American, BBQ, Seafood",25,,No,No,,,,3.3,,Average,,"American, BBQ, Seafood",25
Vinny Vanucchi's,,Dubuque,"180 Main Street, Dubuque, IA 52001",,,,,Italian,25,,No,No,,,,3.4,,Average,,Italian,25
Champps Americana,,Dubuque,"3100 Dodge St., Dubuque, IA 52003",,,,,"American, Burger, Sandwich",25,,No,No,,,,3.5,,Good,,"American, Burger, Sandwich",25
Fiesta Cancun,,Dubuque,"2515 NW Arterial, Dubuque, IA 52002",,,,,Mexican,10,,No,No,,,,3.6,,Good,,Mexican,10
Happy Joe's Pizza & Ice Cream,,Dubuque,"855 Century Dr, Dubuque, IA 52002",,,,,"Desserts, Pizza, Ice Cream",0,,No,No,,,,3.5,,Good,,"Desserts, Pizza, Ice Cream",0
Houlihan's,,Dubuque,"1795 Greyhound Park Rd, Dubuque, IA 52001",,,,,"American, Burger",25,,No,No,,,,3.6,,Good,,"American, Burger",25
Ichiban Hibachi Steakhouse & Sushi Bar,,Dubuque,"3187 University Ave, Dubuque, IA 52001",,,,,"Japanese, Steak, Sushi",40,,No,No,,,,3.7,,Good,,"Japanese, Steak, Sushi",40
Kalmes Breaktime Bar & Grill,,Dubuque,"1097 Jackson St, Dubuque, IA 52001",,,,,"American, Burger",25,,No,No,,,,3.6,,Good,,"American, Burger",25
